2019-07-04, 50
2019-06-27, 96
2019-07-05, 63
2019-07-01, 94
2019-06-28, 58
2019-06-26, 142
2019-06-10, 52
2019-06-20, 43
2019-06-12, 38
2019-06-14, 34
2019-06-21, 61
2019-05-14, 24
2019-07-03, 134
2019-07-06, 29
2019-07-07, 17
2019-07-02, 106
2019-06-25, 70
2019-06-17, 22
2019-06-16, 11
2019-06-22, 7
2019-06-02, 4
2019-05-05, 3
2019-04-09, 542
2019-04-25, 539
2019-04-08, 415
2019-05-23, 50
2019-06-04, 30
2019-04-10, 547
2019-04-15, 422
2019-05-20, 17
2019-06-05, 29
2019-03-28, 470
2019-05-21, 31
2019-03-29, 502
2019-04-30, 574
2019-03-27, 436
2019-04-05, 492
2019-06-30, 8
2019-06-18, 56
2019-06-24, 50
2019-05-29, 30
2019-04-24, 553
2019-05-11, 4
2019-06-01, 9
2019-05-10, 17
2019-04-26, 514
2019-05-22, 34
2019-05-03, 31
2019-05-09, 24
2019-05-04, 5
2019-04-12, 521
2019-04-22, 288
2019-04-17, 583
2019-06-07, 25
2019-05-02, 38
2019-05-28, 38
2019-04-03, 497
2019-06-13, 44
2019-06-19, 57
2019-05-15, 23
2019-04-29, 459
2019-03-14, 437
2019-03-15, 455
2019-06-03, 35
2019-03-13, 434
2019-03-26, 421
2019-04-01, 338
2019-01-28, 3
2019-03-02, 1
2019-02-22, 5
2019-01-31, 6
2019-01-17, 5
2019-06-11, 53
2019-06-06, 43
2019-05-24, 35
2019-03-20, 470
2019-04-11, 540
2019-01-11, 2
2019-03-30, 4
2019-05-01, 34
2019-01-08, 5
2019-02-08, 7
2019-02-20, 5
2019-02-19, 7
2019-02-27, 7
2019-03-06, 471
2019-06-29, 14
2019-05-06, 19
2019-04-16, 556
2019-04-28, 3
2019-03-25, 352
2019-04-04, 508
2019-02-12, 10
2019-01-09, 7
2019-02-04, 10
2019-02-13, 9
2019-04-14, 2
2019-05-31, 23
2019-04-19, 485
2019-04-23, 527
2019-05-27, 10
2019-04-13, 4
2019-05-08, 34
2019-04-21, 3
2019-05-30, 33
2019-05-13, 25
2019-02-06, 6
2019-01-29, 10
2019-02-21, 6
2019-03-11, 390
2019-02-07, 6
2019-01-24, 7
2019-01-16, 3
2019-06-23, 7
2019-01-19, 2
2019-02-25, 9
2019-05-26, 5
2019-02-05, 7
2019-01-21, 4
2019-03-22, 404
2019-05-17, 24
2019-05-19, 3
2019-03-01, 486
2019-03-21, 480
2019-01-23, 7
2019-02-09, 2
2019-01-18, 3
2019-06-09, 4
2019-05-16, 28
2019-03-18, 401
2019-02-03, 1
2019-06-15, 3
2019-04-02, 480
2019-02-28, 7
2019-01-14, 4
2019-03-08, 448
2019-02-01, 3
2019-01-25, 4
2019-02-16, 2
2019-01-30, 4
2019-05-07, 28
2019-05-25, 7
2019-03-05, 433
2019-05-18, 5
2019-04-27, 1
2019-03-04, 317
2019-03-12, 458
2019-01-15, 2
2019-03-09, 1
2019-02-23, 1
2019-04-06, 1
2019-02-15, 4
2019-03-19, 458
2019-03-24, 1
2019-02-11, 3
2019-02-24, 1
2019-01-22, 5
2019-06-08, 3
2019-01-27, 1
2019-01-10, 2
2019-02-18, 3
2019-03-07, 479
2019-03-31, 1
2019-02-02, 1
2019-02-26, 4
2019-01-12, 2
2019-02-14, 3
2019-03-17, 1
2019-02-17, 1
